,gene_name,gene_id
12937,Tmem38b,ENSMUSG00000028420.13
12938,Gm12484,ENSMUSG00000086987.1
12939,Gm12478,ENSMUSG00000086371.1
12940,Zfp462,ENSMUSG00000060206.11
12941,Rad23b,ENSMUSG00000028426.10
12942,Gm12505,ENSMUSG00000087070.1
12943,Klf4,ENSMUSG00000003032.8
12944,2310081O03Rik,ENSMUSG00000085020.1
12945,Actl7b,ENSMUSG00000070980.4
12946,Actl7a,ENSMUSG00000070979.5
12947,Elp1,ENSMUSG00000028431.11
12948,Abitram,ENSMUSG00000038827.11
12949,Ctnnal1,ENSMUSG00000038816.14
12950,Tmem245,ENSMUSG00000055296.14
12951,Frrs1l,ENSMUSG00000045589.7
12952,Epb41l4b,ENSMUSG00000028434.12
12953,Gm12530,ENSMUSG00000085967.1
12954,Ptpn3,ENSMUSG00000038764.14
12955,Pakap,ENSMUSG00000090053.9
12956,Pakap-1,ENSMUSG00000038729.24
12957,D630039A03Rik,ENSMUSG00000052117.5
12958,Txn1,ENSMUSG00000028367.5
12959,Svep1,ENSMUSG00000028369.15
12960,Musk,ENSMUSG00000057280.15
12961,Lpar1,ENSMUSG00000038668.14
12962,Gm12580,ENSMUSG00000086470.1
12963,Olfr267,ENSMUSG00000043385.4
12964,Ecpas,ENSMUSG00000050812.18
12965,Zkscan16,ENSMUSG00000038630.8
12966,Ptgr1,ENSMUSG00000028378.6
12967,Dnajc25,ENSMUSG00000070972.13
12968,Gng10,ENSMUSG00000038607.12
12969,Shoc1,ENSMUSG00000038598.9
12970,Ugcg,ENSMUSG00000028381.8
12971,Susd1,ENSMUSG00000038578.15
12972,Ptbp3,ENSMUSG00000028382.15
12973,Hsdl2,ENSMUSG00000028383.17
12974,E130308A19Rik,ENSMUSG00000045071.14
12975,Inip,ENSMUSG00000038544.14
12976,Snx30,ENSMUSG00000028385.14
12977,Slc46a2,ENSMUSG00000028386.1
12978,Gm12909,ENSMUSG00000085404.1
12979,Zfp37,ENSMUSG00000028389.12
12980,Slc31a2,ENSMUSG00000066152.11
12981,Fkbp15,ENSMUSG00000066151.11
12982,Slc31a1,ENSMUSG00000066150.12
12983,Cdc26,ENSMUSG00000066149.11
12984,Prpf4,ENSMUSG00000066148.3
12985,Rnf183,ENSMUSG00000063851.12
12986,Wdr31,ENSMUSG00000028391.16
12987,Bspry,ENSMUSG00000028392.15
12988,Hdhd3,ENSMUSG00000038422.2
12989,Alad,ENSMUSG00000028393.10
12990,Pole3,ENSMUSG00000028394.9
12991,4933430I17Rik,ENSMUSG00000058046.1
12992,Rgs3,ENSMUSG00000059810.18
12993,Zfp618,ENSMUSG00000028358.15
12994,Col27a1,ENSMUSG00000045672.15
12995,Orm3,ENSMUSG00000028359.4
12996,Orm2,ENSMUSG00000061540.3
12997,Akna,ENSMUSG00000039158.11
12998,Whrn,ENSMUSG00000039137.18
12999,Atp6v1g1,ENSMUSG00000039105.6
13000,Tmem268,ENSMUSG00000045917.17
13001,Gm11214,ENSMUSG00000099294.1
13002,Tnfsf8,ENSMUSG00000028362.2
13003,Tnc,ENSMUSG00000028364.15
13004,Pappa,ENSMUSG00000028370.7
13005,Astn2,ENSMUSG00000028373.16
13006,Trim32,ENSMUSG00000051675.13
13007,Tlr4,ENSMUSG00000039005.13
13008,Brinp1,ENSMUSG00000028351.5
13009,Cdk5rap2,ENSMUSG00000039298.16
13010,Megf9,ENSMUSG00000039270.9
13011,Gm11232,ENSMUSG00000066141.2
13012,Tle1,ENSMUSG00000008305.18
13013,C630043F03Rik,ENSMUSG00000084910.1
13014,Aldoart1,ENSMUSG00000059343.4
13015,Rasef,ENSMUSG00000043003.14
13016,Frmd3,ENSMUSG00000049122.17
13017,Kdm4c,ENSMUSG00000028397.13
13018,A230083N12Rik,ENSMUSG00000085482.1
13019,Dmac1,ENSMUSG00000028398.8
13020,Ptprd,ENSMUSG00000028399.18
13021,B230208B08Rik,ENSMUSG00000092492.1
13022,Lurap1l,ENSMUSG00000048706.3
13023,Mpdz,ENSMUSG00000028402.18
13024,Gm11412,ENSMUSG00000087540.1
13025,Gm11264,ENSMUSG00000087110.1
13026,Nfib,ENSMUSG00000008575.17
13027,Gm11266,ENSMUSG00000087413.1
13028,Zdhhc21,ENSMUSG00000028403.15
13029,Cer1,ENSMUSG00000038192.5
13030,Frem1,ENSMUSG00000059049.14
13031,Ttc39b,ENSMUSG00000038172.14
13032,Gm11413,ENSMUSG00000086321.1
13033,Snapc3,ENSMUSG00000028483.13
13034,Psip1,ENSMUSG00000028484.16
13035,Ccdc171,ENSMUSG00000052407.17
13036,Bnc2,ENSMUSG00000028487.18
13037,Cntln,ENSMUSG00000038070.15
13038,Sh3gl2,ENSMUSG00000028488.15
13039,Adamtsl1,ENSMUSG00000066113.16
13040,Rraga,ENSMUSG00000070934.6
13041,Haus6,ENSMUSG00000038047.18
13042,Plin2,ENSMUSG00000028494.12
13043,Dennd4c,ENSMUSG00000038024.17
13044,Rps6,ENSMUSG00000028495.14
13045,Acer2,ENSMUSG00000038007.14
13046,Slc24a2,ENSMUSG00000037996.17
13047,Mllt3,ENSMUSG00000028496.17
13048,Gm12631,ENSMUSG00000084809.1
13049,Focad,ENSMUSG00000038368.16
13050,Hacd4,ENSMUSG00000028497.12
13051,Ifnab,ENSMUSG00000100079.1
13052,Klhl9,ENSMUSG00000070923.4
13053,Gm26566,ENSMUSG00000097078.1
13054,Gm13274,ENSMUSG00000086074.2
13055,Gm13283,ENSMUSG00000100505.1
13056,Ifnz,ENSMUSG00000096854.1
13057,Gm13285,ENSMUSG00000095101.2
13058,Gm13288,ENSMUSG00000070908.1
13059,Gm49890,ENSMUSG00000117123.1
13060,Gm49891,ENSMUSG00000117251.1
13061,Wincr1,ENSMUSG00000085183.1
13062,Mtap,ENSMUSG00000062937.7
13063,Cdkn2a,ENSMUSG00000044303.6
13064,Cdkn2b,ENSMUSG00000073802.5
13065,Gm12609,ENSMUSG00000085147.1
13066,Gm12610,ENSMUSG00000086035.1
13067,Dmrta1,ENSMUSG00000043753.2
13068,Elavl2,ENSMUSG00000008489.18
13069,Tusc1,ENSMUSG00000054000.5
13070,Gm12655,ENSMUSG00000087128.7
13071,Caap1,ENSMUSG00000028578.8
13072,Plaa,ENSMUSG00000028577.13
13073,Ift74,ENSMUSG00000028576.12
13074,Tek,ENSMUSG00000006386.15
13075,Eqtn,ENSMUSG00000028575.11
13076,Mysm1,ENSMUSG00000062627.9
13077,Gm12694,ENSMUSG00000086251.1
13078,Gm12703,ENSMUSG00000052767.5
13079,Jun,ENSMUSG00000052684.4
13080,Junos,ENSMUSG00000087366.7
13081,Gm12708,ENSMUSG00000084918.1
13082,Gm830,ENSMUSG00000084939.2
13083,Fggy,ENSMUSG00000028573.18
13084,9530080O11Rik,ENSMUSG00000044125.6
13085,Hook1,ENSMUSG00000028572.13
13086,Cyp2j13,ENSMUSG00000028571.15
13087,Cyp2j12,ENSMUSG00000081225.3
13088,Cyp2j8,ENSMUSG00000082932.3
13089,Cyp2j6,ENSMUSG00000052914.4
13090,Cyp2j9,ENSMUSG00000015224.10
13091,Gm12695,ENSMUSG00000078639.1
13092,E130114P18Rik,ENSMUSG00000048747.14
13093,Nfia,ENSMUSG00000028565.18
13094,0610025J13Rik,ENSMUSG00000046683.16
13095,Tm2d1,ENSMUSG00000028563.16
13096,Patj,ENSMUSG00000061859.17
13097,Kank4,ENSMUSG00000035407.8
13098,Usp1,ENSMUSG00000028560.11
13099,Dock7,ENSMUSG00000028556.15
13100,Angptl3,ENSMUSG00000028553.12
13101,Gm12681,ENSMUSG00000086498.1
13102,Atg4c,ENSMUSG00000028550.15
13103,Gm12689,ENSMUSG00000070891.2
13104,Gm12688,ENSMUSG00000086096.1
13105,Foxd3,ENSMUSG00000067261.4
13106,Gm12682,ENSMUSG00000086592.1
13107,Alg6,ENSMUSG00000073792.11
13108,Itgb3bp,ENSMUSG00000028549.17
13109,Efcab7,ENSMUSG00000073791.12
13110,Pgm1,ENSMUSG00000025791.18
13111,Ror1,ENSMUSG00000035305.5
13112,Ube2u,ENSMUSG00000069733.11
13113,Cachd1,ENSMUSG00000028532.14
13114,Raver2,ENSMUSG00000035275.14
13115,Jak1,ENSMUSG00000028530.14
13116,Gm12796,ENSMUSG00000085721.1
13117,E130102H24Rik,ENSMUSG00000086782.2
13118,0610043K17Rik,ENSMUSG00000087361.7
13119,Gm12798,ENSMUSG00000084758.1
13120,Ak4,ENSMUSG00000028527.18
13121,Dnajc6,ENSMUSG00000028528.17
13122,Leprot,ENSMUSG00000035212.14
13123,Lepr,ENSMUSG00000057722.17
13124,Pde4b,ENSMUSG00000028525.16
13125,Sgip1,ENSMUSG00000028524.21
13126,Gm12709,ENSMUSG00000085181.1
13127,Tctex1d1,ENSMUSG00000028523.14
13128,BB031773,ENSMUSG00000085041.1
13129,Insl5,ENSMUSG00000066090.5
13130,Wdr78,ENSMUSG00000035126.19
13131,Mier1,ENSMUSG00000028522.16
13132,Slc35d1,ENSMUSG00000028521.17
13133,Gm44037,ENSMUSG00000107726.1
13134,4921539E11Rik,ENSMUSG00000028520.12
13135,Oma1,ENSMUSG00000035069.3
13136,Dab1,ENSMUSG00000028519.16
13137,C8b,ENSMUSG00000029656.13
13138,C8a,ENSMUSG00000035031.15
13139,Fyb2,ENSMUSG00000078612.9
13140,Prkaa2,ENSMUSG00000028518.8
13141,Plpp3,ENSMUSG00000028517.8
13142,Gm12728,ENSMUSG00000083780.8
13143,Gm12724,ENSMUSG00000086249.1
13144,Usp24,ENSMUSG00000028514.15
13145,Pcsk9,ENSMUSG00000044254.6
13146,2700068H02Rik,ENSMUSG00000086172.1
13147,Dhcr24,ENSMUSG00000034926.3
13148,Lexm,ENSMUSG00000054362.9
13149,Ttc22,ENSMUSG00000034919.2
13150,Pars2,ENSMUSG00000043572.7
13151,Ttc4,ENSMUSG00000025413.13
13152,Mroh7,ENSMUSG00000047502.14
13153,Fam151a,ENSMUSG00000034871.2
13154,Acot11,ENSMUSG00000034853.16
13155,Ssbp3,ENSMUSG00000061887.14
13156,Mrpl37,ENSMUSG00000028622.11
13157,Cyb5rl,ENSMUSG00000028621.17
13158,Tceanc2,ENSMUSG00000028619.15
13159,Tmem59,ENSMUSG00000028618.11
13160,Ldlrad1,ENSMUSG00000070877.4
13161,Lrrc42,ENSMUSG00000028617.10
13162,Hspb11,ENSMUSG00000063172.13
13163,Yipf1,ENSMUSG00000057375.13
13164,Ndc1,ENSMUSG00000028614.14
13165,Glis1,ENSMUSG00000034762.9
13166,Dmrtb1,ENSMUSG00000028610.16
13167,1700047F07Rik,ENSMUSG00000085549.7
13168,Gm12907,ENSMUSG00000087195.1
13169,4933424M12Rik,ENSMUSG00000087289.2
13170,Lrp8os3,ENSMUSG00000087200.1
13171,Lrp8,ENSMUSG00000028613.15
13172,Lrp8os1,ENSMUSG00000028612.10
13173,Magoh,ENSMUSG00000028609.6
13174,Czib,ENSMUSG00000028608.15
13175,Cpt2,ENSMUSG00000028607.16
13176,4930407G08Rik,ENSMUSG00000086713.1
13177,Slc1a7,ENSMUSG00000008932.10
13178,Podn,ENSMUSG00000028600.15
13179,Scp2,ENSMUSG00000028603.15
13180,Echdc2,ENSMUSG00000028601.18
13181,Zyg11b,ENSMUSG00000034636.9
13182,Coa7,ENSMUSG00000048351.14
13183,Shisal2a,ENSMUSG00000059816.5
13184,Gpx7,ENSMUSG00000028597.11
13185,Tut4,ENSMUSG00000034610.14
13186,Prpf38a,ENSMUSG00000063800.5
13187,Orc1,ENSMUSG00000028587.18
13188,Gm12743,ENSMUSG00000084968.1
13189,Cc2d1b,ENSMUSG00000028582.14
13190,Gm17354,ENSMUSG00000091985.1
13191,Zfyve9,ENSMUSG00000034557.14
13192,3110021N24Rik,ENSMUSG00000094958.1
13193,Btf3l4,ENSMUSG00000028568.16
13194,Txndc12,ENSMUSG00000028567.8
13195,Rab3b,ENSMUSG00000003411.10
13196,Nrd1,ENSMUSG00000053510.12
13197,Osbpl9,ENSMUSG00000028559.17
13198,Calr4,ENSMUSG00000028558.14
13199,Eps15,ENSMUSG00000028552.13
13200,Ttc39aos1,ENSMUSG00000085873.1
13201,Ttc39a,ENSMUSG00000028555.15
13202,Rnf11,ENSMUSG00000028557.10
13203,Gm12811,ENSMUSG00000087641.1
13204,9630013D21Rik,ENSMUSG00000059027.14
13205,Cdkn2c,ENSMUSG00000028551.14
13206,Faf1,ENSMUSG00000010517.7
13207,Dmrta2os,ENSMUSG00000085256.1
13208,Dmrta2,ENSMUSG00000047143.3
13209,Elavl4,ENSMUSG00000028546.17
13210,Agbl4,ENSMUSG00000061298.14
13211,Bend5,ENSMUSG00000028545.13
13212,Spata6,ENSMUSG00000034401.16
13213,Skint3,ENSMUSG00000070868.11
13214,Trabd2b,ENSMUSG00000070867.4
13215,Gm12829,ENSMUSG00000085870.1
13216,9130410C08Rik,ENSMUSG00000085323.1
13217,Foxd2,ENSMUSG00000055210.4
13218,Foxd2os,ENSMUSG00000085399.7
13219,Cmpk1,ENSMUSG00000028719.8
13220,Stil,ENSMUSG00000028718.16
13221,Tal1,ENSMUSG00000028717.12
13222,Pdzk1ip1,ENSMUSG00000028716.15
13223,Cyp4x1,ENSMUSG00000047155.13
13224,Cyp4x1os,ENSMUSG00000086896.1
13225,Efcab14,ENSMUSG00000034210.14
13226,Tex38,ENSMUSG00000044556.3
13227,Atpaf1,ENSMUSG00000028710.18
13228,Mob3c,ENSMUSG00000028709.3
13229,Mknk1,ENSMUSG00000028708.16
13230,Kncn,ENSMUSG00000073774.2
13231,Dmbx1,ENSMUSG00000028707.15
13232,Faah,ENSMUSG00000034171.13
13233,Nsun4,ENSMUSG00000028706.14
13234,Uqcrh,ENSMUSG00000063882.12
13235,Lrrc41,ENSMUSG00000028703.14
13236,Rad54l,ENSMUSG00000028702.15
13237,Pomgnt1,ENSMUSG00000028700.14
13238,Lurap1,ENSMUSG00000028701.4
13239,Tspan1,ENSMUSG00000028699.9
13240,Gm12951,ENSMUSG00000085920.1
13241,Pik3r3,ENSMUSG00000028698.13
13242,Mast2,ENSMUSG00000003810.12
13243,Ipp,ENSMUSG00000028696.12
13244,Tmem69,ENSMUSG00000055900.14
13245,Gm12953,ENSMUSG00000087299.1
13246,Gpbp1l1,ENSMUSG00000034042.16
13247,C530005A16Rik,ENSMUSG00000085408.1
13248,Ccdc17,ENSMUSG00000034035.18
13249,Nasp,ENSMUSG00000028693.15
13250,Akr1a1,ENSMUSG00000028692.14
13251,Prdx1,ENSMUSG00000028691.12
13252,Mmachc,ENSMUSG00000028690.4
13253,Ccdc163,ENSMUSG00000028689.14
13254,Tesk2,ENSMUSG00000033985.17
13255,Toe1,ENSMUSG00000028688.13
13256,Mutyh,ENSMUSG00000028687.17
13257,Hpdl,ENSMUSG00000043155.4
13258,Gm12996,ENSMUSG00000086417.1
13259,Zswim5,ENSMUSG00000033948.3
13260,Urod,ENSMUSG00000028684.14
13261,Hectd3,ENSMUSG00000046861.9
13262,Eif2b3,ENSMUSG00000028683.14
13263,Ptch2,ENSMUSG00000028681.11
13264,Btbd19,ENSMUSG00000073771.11
13265,Tctex1d4,ENSMUSG00000047671.8
13266,Plk3,ENSMUSG00000028680.14
13267,Rps8,ENSMUSG00000047675.15
13268,Kif2c,ENSMUSG00000028678.13
13269,Armh1,ENSMUSG00000060268.12
13270,Tmem53,ENSMUSG00000048772.15
13271,Rnf220,ENSMUSG00000028677.19
13272,Gm12843,ENSMUSG00000085749.1
13273,Gm12827,ENSMUSG00000087228.1
13274,Eri3,ENSMUSG00000033423.16
13275,Dmap1,ENSMUSG00000009640.11
13276,Slc6a9,ENSMUSG00000028542.17
13277,B4galt2,ENSMUSG00000028541.14
13278,Gm12841,ENSMUSG00000085278.1
13279,Atp6v0b,ENSMUSG00000033379.13
13280,Dph2,ENSMUSG00000028540.6
13281,Ipo13,ENSMUSG00000033365.14
13282,Artn,ENSMUSG00000028539.14
13283,St3gal3,ENSMUSG00000028538.12
13284,Kdm4a,ENSMUSG00000033326.15
13285,Ptprf,ENSMUSG00000033295.14
13286,Szt2,ENSMUSG00000033253.18
13287,Med8,ENSMUSG00000006392.16
13288,Elovl1,ENSMUSG00000006390.15
13289,Cdc20,ENSMUSG00000006398.15
13290,Mpl,ENSMUSG00000006389.13
13291,Tie1,ENSMUSG00000033191.14
13292,Tmem125,ENSMUSG00000050854.9
13293,Cfap57,ENSMUSG00000028730.14
13294,Ebna1bp2,ENSMUSG00000028729.15
13295,Gm12853,ENSMUSG00000085292.1
13296,Olfr1341,ENSMUSG00000046790.7
13297,Olfr1340,ENSMUSG00000070821.6
13298,Olfr1330,ENSMUSG00000073768.3
13299,Olfr1328,ENSMUSG00000111259.2
13300,Lao1,ENSMUSG00000024903.10
13301,Gm12866,ENSMUSG00000066060.5
13302,Slc2a1,ENSMUSG00000028645.11
13303,Gm12868,ENSMUSG00000085505.1
13304,Zfp691,ENSMUSG00000045268.13
13305,Ermap,ENSMUSG00000028644.17
13306,Svbp,ENSMUSG00000028643.11
13307,AU022252,ENSMUSG00000078584.9
13308,Tmem269,ENSMUSG00000028642.7
13309,P3h1,ENSMUSG00000028641.16
13310,Gm12927,ENSMUSG00000085203.1
13311,Cldn19,ENSMUSG00000066058.11
13312,Ybx1,ENSMUSG00000028639.14
13313,Ppih,ENSMUSG00000060288.13
13314,Ccdc30,ENSMUSG00000028637.16
13315,Ppcs,ENSMUSG00000028636.14
13316,Zmynd12,ENSMUSG00000070806.5
13317,Rimkla,ENSMUSG00000048899.8
13318,Frg2f1,ENSMUSG00000087385.8
13319,Foxj3,ENSMUSG00000032998.16
13320,Guca2a,ENSMUSG00000023247.2
13321,Hivep3,ENSMUSG00000028634.17
13322,Foxo6,ENSMUSG00000052135.8
13323,Foxo6os,ENSMUSG00000084929.1
13324,Scmh1,ENSMUSG00000000085.16
13325,Slfnl1,ENSMUSG00000047518.3
13326,Ctps,ENSMUSG00000028633.7
13327,Gm12860,ENSMUSG00000086187.1
13328,Cited4,ENSMUSG00000070803.6
13329,Kcnq4,ENSMUSG00000028631.7
13330,Nfyc,ENSMUSG00000032897.17
13331,Rims3,ENSMUSG00000032890.17
13332,Exo5,ENSMUSG00000028629.9
13333,Zfp69,ENSMUSG00000064141.14
13334,Smap2,ENSMUSG00000032870.8
13335,Col9a2,ENSMUSG00000028626.5
13336,Zmpste24,ENSMUSG00000043207.10
13337,Rlf,ENSMUSG00000049878.13
13338,Ppt1,ENSMUSG00000028657.14
13339,Cap1,ENSMUSG00000028656.14
13340,Mfsd2a,ENSMUSG00000028655.11
13341,4933421A08Rik,ENSMUSG00000086443.1
13342,Mycl,ENSMUSG00000028654.13
13343,Trit1,ENSMUSG00000028653.16
13344,Ppie,ENSMUSG00000028651.12
13345,Hpcal4,ENSMUSG00000046093.9
13346,Nt5c1a,ENSMUSG00000054958.6
13347,Heyl,ENSMUSG00000032744.4
13348,Pabpc4,ENSMUSG00000011257.19
13349,Bmp8a,ENSMUSG00000032726.12
13350,Macf1,ENSMUSG00000028649.20
13351,Gm12925,ENSMUSG00000087307.1
13352,Ndufs5,ENSMUSG00000028648.13
13353,Akirin1,ENSMUSG00000023075.9
13354,Rhbdl2,ENSMUSG00000043333.12
13355,1700121C08Rik,ENSMUSG00000086275.1
13356,4933427I04Rik,ENSMUSG00000073761.2
13357,Mycbp,ENSMUSG00000028647.13
13358,Gm12905,ENSMUSG00000085875.3
13359,Rragc,ENSMUSG00000028646.16
13360,1700057H15Rik,ENSMUSG00000084757.7
13361,Pou3f1,ENSMUSG00000090125.3
13362,Utp11,ENSMUSG00000028907.7
13363,Fhl3,ENSMUSG00000032643.12
13364,Sf3a3,ENSMUSG00000028902.4
13365,Gm12915,ENSMUSG00000086589.1
13366,Inpp5b,ENSMUSG00000028894.18
13367,Mtf1,ENSMUSG00000028890.13
13368,1110065P20Rik,ENSMUSG00000078570.10
13369,Yrdc,ENSMUSG00000028889.17
13370,Maneal,ENSMUSG00000042763.9
13371,Epha10,ENSMUSG00000028876.7
13372,Cdca8,ENSMUSG00000028873.16
13373,9930104L06Rik,ENSMUSG00000044730.17
13374,Gm12930,ENSMUSG00000087011.1
13375,Rspo1,ENSMUSG00000028871.7
13376,Gnl2,ENSMUSG00000028869.13
13377,Dnali1,ENSMUSG00000042707.6
13378,Snip1,ENSMUSG00000050213.6
13379,Gm12932,ENSMUSG00000086342.1
13380,Meaf6,ENSMUSG00000028863.13
13381,Zc3h12a,ENSMUSG00000042677.7
13382,Grik3,ENSMUSG00000001985.9
13383,2610028E06Rik,ENSMUSG00000085562.7
13384,Csf3r,ENSMUSG00000028859.14
13385,Mrps15,ENSMUSG00000028861.13
13386,Oscp1,ENSMUSG00000042616.8
13387,Lsm10,ENSMUSG00000050188.8
13388,Stk40,ENSMUSG00000042608.15
13389,Gm12946,ENSMUSG00000086961.1
13390,Eva1b,ENSMUSG00000050212.4
13391,Sh3d21,ENSMUSG00000073758.10
13392,Thrap3,ENSMUSG00000043962.16
13393,Map7d1,ENSMUSG00000028849.17
13394,Trappc3,ENSMUSG00000028847.8
13395,Col8a2,ENSMUSG00000056174.8
13396,Adprhl2,ENSMUSG00000042558.16
13397,Tekt2,ENSMUSG00000028845.15
13398,Ago3,ENSMUSG00000028842.15
13399,Ago1,ENSMUSG00000041530.16
13400,Ago4,ENSMUSG00000042500.11
13401,Clspn,ENSMUSG00000042489.15
13402,5730409E04Rik,ENSMUSG00000073755.4
13403,Psmb2,ENSMUSG00000028837.8
13404,Tfap2e,ENSMUSG00000042477.7
13405,Ncdn,ENSMUSG00000028833.13
13406,AU040320,ENSMUSG00000028830.14
13407,Zmym4,ENSMUSG00000042446.16
13408,Sfpq,ENSMUSG00000028820.13
13409,Gm12940,ENSMUSG00000085334.7
13410,Zmym1,ENSMUSG00000043872.14
13411,Zmym6,ENSMUSG00000042408.13
13412,Tmem35b,ENSMUSG00000070737.10
13413,Dlgap3,ENSMUSG00000042388.14
13414,Smim12,ENSMUSG00000042380.8
13415,Gja4,ENSMUSG00000050234.7
13416,Gjb3,ENSMUSG00000042367.12
13417,Gjb5,ENSMUSG00000042357.2
13418,CK137956,ENSMUSG00000028813.2
13419,Csmd2,ENSMUSG00000028804.20
13420,Zscan20,ENSMUSG00000061894.15
13421,Tlr12,ENSMUSG00000062545.4
13422,Gm12958,ENSMUSG00000084891.1
13423,Phc2,ENSMUSG00000028796.17
13424,A3galt2,ENSMUSG00000028794.13
13425,Zfp362,ENSMUSG00000028799.15
13426,Gm12968,ENSMUSG00000085701.1
13427,Trim62,ENSMUSG00000041000.8
13428,Azin2,ENSMUSG00000028789.16
13429,Ak2,ENSMUSG00000028792.14
13430,1700086P04Rik,ENSMUSG00000085085.2
13431,Rnf19b,ENSMUSG00000028793.15
13432,Hpca,ENSMUSG00000028785.13
13433,Gm15906,ENSMUSG00000087416.1
13434,Fndc5,ENSMUSG00000001334.9
13435,S100pbp,ENSMUSG00000040928.15
13436,Yars,ENSMUSG00000028811.11
13437,C77080,ENSMUSG00000050390.12
13438,Gm12976,ENSMUSG00000087575.7
13439,Sync,ENSMUSG00000001333.9
13440,Rbbp4,ENSMUSG00000057236.10
13441,Zbtb8os,ENSMUSG00000057572.15
13442,Zbtb8a,ENSMUSG00000028807.2
13443,Zbtb8b,ENSMUSG00000048485.12
13444,Bsdc1,ENSMUSG00000040859.14
13445,Tssk3,ENSMUSG00000000411.7
13446,Fam229a,ENSMUSG00000078554.2
13447,Gm12979,ENSMUSG00000086336.1
13448,Marcksl1,ENSMUSG00000047945.6
13449,Hdac1,ENSMUSG00000028800.15
13450,Lck,ENSMUSG00000000409.14
13451,Fam167b,ENSMUSG00000050493.8
13452,Eif3i,ENSMUSG00000028798.16
13453,Tmem234,ENSMUSG00000028797.20
13454,Dcdc2b,ENSMUSG00000078552.10
13455,Iqcc,ENSMUSG00000040795.12
13456,Ccdc28b,ENSMUSG00000028795.15
13457,Txlna,ENSMUSG00000053841.15
13458,Kpna6,ENSMUSG00000003731.13
13459,Tmem39b,ENSMUSG00000053730.15
13460,Khdrbs1,ENSMUSG00000028790.13
13461,Ptp4a2,ENSMUSG00000028788.14
13462,E330017L17Rik,ENSMUSG00000086369.7
13463,Spocd1,ENSMUSG00000028784.14
13464,1700003M07Rik,ENSMUSG00000085389.7
13465,Adgrb2,ENSMUSG00000028782.14
13466,Gm12963,ENSMUSG00000085517.7
13467,Col16a1,ENSMUSG00000040690.15
13468,Pef1,ENSMUSG00000028779.16
13469,Tinagl1,ENSMUSG00000028776.14
13470,Serinc2,ENSMUSG00000023232.17
13471,Gm10570,ENSMUSG00000073752.2
13472,Fabp3,ENSMUSG00000028773.8
13473,Zcchc17,ENSMUSG00000028772.19
13474,Snrnp40,ENSMUSG00000074088.6
13475,Nkain1,ENSMUSG00000078532.9
13476,Pum1,ENSMUSG00000028580.15
13477,Gm12972,ENSMUSG00000086548.1
13478,Sdc3,ENSMUSG00000025743.14
13479,Laptm5,ENSMUSG00000028581.17
13480,Matn1,ENSMUSG00000040533.7
13481,Ptpru,ENSMUSG00000028909.17
13482,Mecr,ENSMUSG00000028910.12
13483,Srsf4,ENSMUSG00000028911.16
13484,Gm12992,ENSMUSG00000085667.1
13485,Tmem200b,ENSMUSG00000070720.4
13486,Epb41,ENSMUSG00000028906.17
13487,Gm10300,ENSMUSG00000070717.1
13488,Oprd1,ENSMUSG00000050511.1
13489,Ythdf2,ENSMUSG00000040025.17
13490,Gmeb1,ENSMUSG00000028901.13
13491,Gm28874,ENSMUSG00000100813.1
13492,Gm28872,ENSMUSG00000099937.1
13493,Taf12,ENSMUSG00000028899.11
13494,Rab42,ENSMUSG00000089687.2
13495,Snhg12,ENSMUSG00000086290.9
13496,Trnau1ap,ENSMUSG00000028898.15
13497,Rcc1,ENSMUSG00000028896.13
13498,Snhg3,ENSMUSG00000085241.7
13499,Phactr4,ENSMUSG00000066043.13
13500,Med18,ENSMUSG00000066042.4
13501,Sesn2,ENSMUSG00000028893.8
13502,Atpif1,ENSMUSG00000054428.12
13503,Gm12999,ENSMUSG00000087352.1
13504,Dnajc8,ENSMUSG00000054405.14
13505,Ptafr,ENSMUSG00000056529.7
13506,Eya3,ENSMUSG00000028886.15
13507,Xkr8,ENSMUSG00000037752.4
13508,Smpdl3b,ENSMUSG00000028885.8
13509,Rpa2,ENSMUSG00000028884.14
13510,Themis2,ENSMUSG00000037731.5
13511,Ppp1r8,ENSMUSG00000028882.13
13512,Stx12,ENSMUSG00000028879.4
13513,Fam76a,ENSMUSG00000028878.11
13514,Fgr,ENSMUSG00000028874.14
13515,Ahdc1,ENSMUSG00000037692.14
13516,Wasf2,ENSMUSG00000028868.13
13517,Gpr3,ENSMUSG00000049649.8
13518,Cd164l2,ENSMUSG00000028865.14
13519,Map3k6,ENSMUSG00000028862.6
13520,Sytl1,ENSMUSG00000028860.13
13521,Tmem222,ENSMUSG00000028857.16
13522,Wdtc1,ENSMUSG00000037622.14
13523,Slc9a1,ENSMUSG00000028854.9
13524,Tent5b,ENSMUSG00000046694.6
13525,Trnp1,ENSMUSG00000056596.8
13526,Kdf1,ENSMUSG00000037600.16
13527,Nudc,ENSMUSG00000028851.6
13528,Gpatch3,ENSMUSG00000028850.2
13529,Gpn2,ENSMUSG00000028848.13
13530,Sfn,ENSMUSG00000047281.3
13531,Zdhhc18,ENSMUSG00000037553.14
13532,Pigv,ENSMUSG00000043257.15
13533,Arid1a,ENSMUSG00000007880.16
13534,Gm12974,ENSMUSG00000084789.1
13535,Rps6ka1,ENSMUSG00000003644.17
13536,Hmgn2,ENSMUSG00000003038.15
13537,Dhdds,ENSMUSG00000012117.13
13538,Lin28a,ENSMUSG00000050966.9
13539,Crybg2,ENSMUSG00000012123.17
